yourlist:M20201204A94466D2655679D1FD8953E075198DA81C43253	Entry
HLA-A	A0A4P2SRZ1
HLA-A	A0A4P2SS00
HLA-A	A0A4P2SS15
HLA-A	A0A4P2SS23
HLA-A	A0A4P2SS29
HLA-A	A0A4P2SS36
HLA-A	A0A4P2SS53
HLA-A	A0A4P2SS62
HLA-A	A0A4P2SS81
HLA-A	A0A4P2SS87
HLA-A	A0A4P2SSB9
HLA-A	A0A4P2SSC0
HLA-A	A0A4P2SSE9
HLA-A	A0A4P2SSF7
HLA-A	A0A4P2SSG4
HLA-A	A0A4P2SSH2
HLA-A	A0A4P2SSH9
HLA-A	A0A4P2SSI7
HLA-A	A0A4P2SSK0
HLA-A	A0A4P2SSK8
HLA-A	A0A4P2SSM5
HLA-A	A0A4P2SSN8
HLA-A	A0A4P2SSP6
HLA-A	A0A4P2ST08
HLA-A	A0A4P2ST16
HLA-A	A0A4P2ST19
HLA-A	A0A4P2ST59
HLA-A	A0A4P2ST64
HLA-A	A0A4P2ST70
HLA-A	A0A4P2ST76
HLA-A	A0A4P2ST79
HLA-A	A0A4P2ST85
HLA-A	A0A4P2ST93
HLA-A	A0A4P2STA0
HLA-A	A0A4P2STA1
HLA-A	A0A4P2STB9
HLA-A	A0A4P2STC6
HLA-A	A0A4P2STM0
HLA-A	A0A4P2STM8
HLA-A	A0A4P2STQ1
HLA-A	A0A4P2STQ9
HLA-A	A0A4P2STR4
HLA-A	A0A4P2STS1
HLA-A	A0A4P2STU3
HLA-A	A0A4P2STV7
HLA-A	A0A4P2STX8
HLA-A	A0A4P2STY4
HLA-A	A0A4P6N0H4
HLA-A	A0A4P8D7F1
HLA-A	A0A4P8D7G0
HLA-A	A0A4P8D7G8
HLA-A	A0A4P8DJ78
HLA-A	A0A4P8DJ79
HLA-A	A0A4P8DJ99
HLA-A	A0A4P8DJP6
HLA-A	A0A4P8DJR2
HLA-A	A0A4P8DJZ1
HLA-A	A0A4P8JGQ9
HLA-A	A0A4P8L8W6
HLA-A	A0A4P8NGW8
HLA-A	A0A4P8VMX1
HLA-A	A0A4P8VUH0
HLA-A	A0A4P8VYK0
HLA-A	A0A4P9D212
HLA-A	A0A4P9D486
HLA-A	A0A4U9C372
HLA-A	A0A4V0NP48
HLA-A	A0A4V0NP52
HLA-A	A0A4V0NP53
HLA-A	A0A4V0NP54
HLA-A	A0A4V0NP56
HLA-A	A0A4V0NP57
HLA-A	A0A4V0NP58
HLA-A	A0A4V0NP60
HLA-A	A0A4V0NP67
HLA-A	A0A4V0NP68
HLA-A	A0A4V0NPD9
HLA-A	A0A4Y1YQ41
HLA-A	A0A4Y5P8Y7
HLA-A	A0A4Y5RU99
HLA-A	A0A4Y5UJ97
HLA-A	A0A4Y5ULL4
HLA-A	A0A4Y5ULX4
HLA-A	A0A4Y5UYA0
HLA-A	A0A4Y5UZ05
HLA-A	A0A4Y5UZ92
HLA-A	A0A4Y5WSJ0
HLA-A	A0A4Y6GRV6
HLA-A	A0A4Y6GTZ7
HLA-A	A0A4Y6GU97
HLA-A	A0A4Y6GW76
HLA-A	A0A4Y7LIQ4
HLA-A	A0A4Y7LIQ9
HLA-A	A0A4Y7LIR2
HLA-A	A0A4Y7LIR8
HLA-A	A0A4Y7LKT8
HLA-A	A0A4Y7LL79
HLA-A	A0A4Y7LLQ1
HLA-A	A0A4Y7LMW4
HLA-A	A0A4Y7LMX2
HLA-A	A0A513WWM0
HLA-A	A0A514QQ52
HLA-A	A0A514YDQ3
HLA-A	A0A514YDS2
HLA-A	A0A514YDS8
HLA-A	A0A514YDT1
HLA-A	A0A515HFK3
HLA-A	A0A583ZAV3
HLA-A	A0A583ZAV5
HLA-A	A0A583ZAW0
HLA-A	A0A583ZAW2
HLA-A	A0A583ZAW4
HLA-A	A0A583ZAX1
HLA-A	A0A583ZAX8
HLA-A	A0A583ZAY4
HLA-A	A0A583ZAY5
HLA-A	A0A583ZAY6
HLA-A	A0A583ZAY7
HLA-A	A0A583ZAY8
HLA-A	A0A583ZAY9
HLA-A	A0A583ZAZ0
HLA-A	A0A583ZAZ1
HLA-A	A0A583ZAZ2
HLA-A	A0A583ZAZ3
HLA-A	A0A583ZAZ4
HLA-A	A0A583ZAZ5
HLA-A	A0A583ZAZ6
HLA-A	A0A583ZAZ7
HLA-A	A0A583ZAZ8
HLA-A	A0A583ZAZ9
HLA-A	A0A583ZB00
HLA-A	A0A583ZB01
HLA-A	A0A583ZB02
HLA-A	A0A583ZB03
HLA-A	A0A583ZB04
HLA-A	A0A583ZB05
HLA-A	A0A583ZB06
HLA-A	A0A583ZB07
HLA-A	A0A583ZB08
HLA-A	A0A583ZB09
HLA-A	A0A583ZB10
HLA-A	A0A583ZB11
HLA-A	A0A583ZB12
HLA-A	A0A583ZB13
HLA-A	A0A583ZB14
HLA-A	A0A583ZB15
HLA-A	A0A583ZB16
HLA-A	A0A583ZB17
HLA-A	A0A583ZB18
HLA-A	A0A583ZB19
HLA-A	A0A583ZB20
HLA-A	A0A583ZB21
HLA-A	A0A583ZB22
HLA-A	A0A583ZB23
HLA-A	A0A583ZB25
HLA-A	A0A583ZB26
HLA-A	A0A583ZB27
HLA-A	A0A583ZB28
HLA-A	A0A583ZB29
HLA-A	A0A583ZB30
HLA-A	A0A583ZB31
HLA-A	A0A583ZB32
HLA-A	A0A583ZB34
HLA-A	A0A583ZB47
HLA-A	A0A583ZB51
HLA-A	A0A583ZB67
HLA-A	A0A583ZB79
HLA-A	A0A583ZB80
HLA-A	A0A583ZB81
HLA-A	A0A583ZB82
HLA-A	A0A583ZB83
HLA-A	A0A583ZB84
HLA-A	A0A583ZB85
HLA-A	A0A583ZB87
HLA-A	A0A583ZB88
HLA-A	A0A583ZB89
HLA-A	A0A583ZB90
HLA-A	A0A583ZB91
HLA-A	A0A583ZB92
HLA-A	A0A5A4LGU7
HLA-A	A0A5A4LGV7
HLA-A	A0A5A4LH43
HLA-A	A0A5A4LHC3
HLA-A	A0A5A4LHD7
HLA-A	A0A5A4LHE4
HLA-A	A0A5A4LHG3
HLA-A	A0A5A4LHH8
HLA-A	A0A5A4LI86
HLA-A	A0A5A4LIA6
HLA-A	A0A5A4LIB2
HLA-A	A0A5A4LIC5
HLA-A	A0A5A4LIR0
HLA-A	A0A5A4LIR8
HLA-A	A0A5A4LIT7
HLA-A	A0A5A4LIX5
HLA-A	A0A5A4LJ79
HLA-A	A0A5A4LJA0
HLA-A	A0A5A4LJB0
HLA-A	A0A5A4LJC8
HLA-A	A0A5A4LJD3
HLA-A	A0A5A4LK40
HLA-A	A0A5A4LK48
HLA-A	A0A5A4LK66
HLA-A	A0A5A4LK74
HLA-A	A0A5A4LK96
HLA-A	A0A5A4LLC7
HLA-A	A0A5A4LLE3
HLA-A	A0A5A4LLF0
HLA-A	A0A5A4LLF6
HLA-A	A0A5A4LLG4
HLA-A	A0A5A4LLH1
HLA-A	A0A5A4LTQ0
HLA-A	A0A5A4LTR1
HLA-A	A0A5A4LTS8
HLA-A	A0A5A4M307
HLA-A	A0A5A4M324
HLA-A	A0A5A4M334
HLA-A	A0A5A4M342
HLA-A	A0A5A4M351
HLA-A	A0A5B8LD86
HLA-A	A0A5B8RNS7
HLA-A	A0A5B9QYU6
HLA-A	A0A5B9ZQY0
HLA-A	A0A5C0C6J9
HLA-A	A0A5E4DMQ8
HLA-A	A0A5E4E3K3
HLA-A	A0A5H2UEH6
HLA-A	A0A5H2UEN5
HLA-A	A0A5H2UEP3
HLA-A	A0A5H2UEQ8
HLA-A	A0A5H2UEZ4
HLA-A	A0A5H2UF04
HLA-A	A0A5H2UF09
HLA-A	A0A5H2UF23
HLA-A	A0A5H2UF31
HLA-A	A0A5H2UF61
HLA-A	A0A5H2UF70
HLA-A	A0A5H2UF78
HLA-A	A0A5H2UF95
HLA-A	A0A5H2UFB6
HLA-A	A0A5H2UFD2
HLA-A	A0A5H2UFE8
HLA-A	A0A5H2UFF7
HLA-A	A0A5H2UFI5
HLA-A	A0A5H2UHK1
HLA-A	A0A5H2UHU6
HLA-A	A0A5H2UHV1
HLA-A	A0A5H2UHY2
HLA-A	A0A5H2UI14
HLA-A	A0A5H2UI33
HLA-A	A0A5H2UI54
HLA-A	A0A5H2UI63
HLA-A	A0A5H2UI71
HLA-A	A0A5H2UI80
HLA-A	A0A5H2UIC5
HLA-A	A0A5H2UID6
HLA-A	A0A5H2UIE4
HLA-A	A0A5H2UIF3
HLA-A	A0A5H2USY9
HLA-A	A0A5H2UT43
HLA-A	A0A5H2UTA1
HLA-A	A0A5H2UTA9
HLA-A	A0A5H2UTB6
HLA-A	A0A5H2UTC5
HLA-A	A0A5H2UTD1
HLA-A	A0A5H2UTD7
HLA-A	A0A5H2UTH7
HLA-A	A0A5H2UU48
HLA-A	A0A5H2UU57
HLA-A	A0A5H2UU71
HLA-A	A0A5H2UU86
HLA-A	A0A5H2UUD6
HLA-A	A0A5H2UUF9
HLA-A	A0A5H2UUG5
HLA-A	A0A5H2UUH1
HLA-A	A0A5H2UUI5
HLA-A	A0A5H2UUS0
HLA-A	A0A5H2UUS6
HLA-A	A0A5H2UUU7
HLA-A	A0A5H2UUV9
HLA-A	A0A5H2UUW3
HLA-A	A0A5H2UUZ3
HLA-A	A0A5H2UV00
HLA-A	A0A5H2UV08
HLA-A	A0A5H2UV18
HLA-A	A0A5H2UV55
HLA-A	A0A5H2UV60
HLA-A	A0A5H2UYG2
HLA-A	A0A5H2UYG8
HLA-A	A0A5H2UYJ8
HLA-A	A0A5H2UYK0
HLA-A	A0A5H2UYP3
HLA-A	A0A5H2UYP9
HLA-A	A0A5H2UYQ6
HLA-A	A0A5H2UYR0
HLA-A	A0A5H2UYR5
HLA-A	A0A5H2UYR7
HLA-A	A0A5H2UYS1
HLA-A	A0A5H2UYS3
HLA-A	A0A5H2UYS7
HLA-A	A0A5H2UYT1
HLA-A	A0A5H2UYT5
HLA-A	A0A5H2UYU9
HLA-A	A0A5H2UYY4
HLA-A	A0A5H2UYZ3
HLA-A	A0A5H2UZ01
HLA-A	A0A5H2UZ10
HLA-A	A0A5H2V0W0
HLA-A	A0A5H2V146
HLA-A	A0A5H2V191
HLA-A	A0A5H2WTZ8
HLA-A	A0A5H2WUX1
HLA-A	A0A5J6BTF9
HLA-A	A0A5J6CX62
HLA-A	A0A5J6CZG2
HLA-A	A0A5J6E368
HLA-A	A0A5J6SE57
HLA-A	A0A5J6VAS1
HLA-A	A0A5J6WG98
HLA-A	A0A5K0UCM8
HLA-A	A0A5P8I410
HLA-A	A0A5P8I429
HLA-A	A0A5P8I434
HLA-A	A0A5Q0QGD1
HLA-A	A0A5Q2WTW9
HLA-A	A0A5Q5ADF6
HLA-A	A0A649UPT4
HLA-A	A0A649WAY7
HLA-A	A0A649XVV9
HLA-A	A0A649XW30
HLA-A	A0A649ZU83
HLA-A	A0A649ZUS9
HLA-A	A0A649ZUY7
HLA-A	A0A649ZV15
HLA-A	A0A650AP25
HLA-A	A0A653HC12
HLA-A	A0A653HSE5
HLA-A	A0A678ZGD9
HLA-A	A0A678ZGE8
HLA-A	A0A678ZGF8
HLA-A	A0A678ZGG8
HLA-A	A0A678ZGI5
HLA-A	A0A678ZGK2
HLA-A	A0A678ZGK4
HLA-A	A0A678ZGL8
HLA-A	A0A678ZGM1
HLA-A	A0A678ZGM7
HLA-A	A0A678ZGM9
HLA-A	A0A678ZGN3
HLA-A	A0A678ZGN8
HLA-A	A0A678ZGP6
HLA-A	A0A678ZGQ5
HLA-A	A0A678ZGT6
HLA-A	A0A678ZGU7
HLA-A	A0A678ZGU9
HLA-A	A0A678ZGW5
HLA-A	A0A678ZGW7
HLA-A	A0A678ZGX7
HLA-A	A0A678ZGX9
HLA-A	A0A678ZGY5
HLA-A	A0A678ZGY6
HLA-A	A0A678ZGY9
HLA-A	A0A678ZGZ0
HLA-A	A0A678ZGZ8
HLA-A	A0A678ZGZ9
HLA-A	A0A678ZH10
HLA-A	A0A678ZH11
HLA-A	A0A678ZH29
HLA-A	A0A678ZH37
HLA-A	A0A678ZH46
HLA-A	A0A678ZH76
HLA-A	A0A678ZH97
HLA-A	A0A678ZI33
HLA-A	A0A678ZI69
HLA-A	A0A678ZI85
HLA-A	A0A678ZIA4
HLA-A	A0A678ZIB1
HLA-A	A0A678ZIC5
HLA-A	A0A678ZIF2
HLA-A	A0A678ZII8
HLA-A	A0A678ZIM4
HLA-A	A0A678ZIN6
HLA-A	A0A678ZIP2
HLA-A	A0A678ZKI0
HLA-A	A0A678ZKK9
HLA-A	A0A678ZKN1
HLA-A	A0A678ZKW9
HLA-A	A0A678ZL50
HLA-A	A0A678ZLB0
HLA-A	A0A678ZLD7
HLA-A	A0A678ZLG1
HLA-A	A0A678ZLI0
HLA-A	A0A678ZLK8
HLA-A	A0A678ZLV0
HLA-A	A0A678ZLW3
HLA-A	A0A678ZLX8
HLA-A	A0A678ZM25
HLA-A	A0A678ZM30
HLA-A	A0A678ZM51
HLA-A	A0A678ZM81
HLA-A	A0A678ZMH4
HLA-A	A0A678ZMJ6
HLA-A	A0A678ZMM0
HLA-A	A0A678ZMU7
HLA-A	A0A678ZMY4
HLA-A	A0A678ZN14
HLA-A	A0A678ZN67
HLA-A	A0A678ZNU6
HLA-A	A0A678ZVI4
HLA-A	A0A678ZVI9
HLA-A	A0A678ZVJ3
HLA-A	A0A678ZVK6
HLA-A	A0A678ZVK8
HLA-A	A0A678ZVL5
HLA-A	A0A678ZVM5
HLA-A	A0A678ZVN3
HLA-A	A0A678ZVN7
HLA-A	A0A678ZVP6
HLA-A	A0A678ZVQ8
HLA-A	A0A678ZVR3
HLA-A	A0A678ZVR7
HLA-A	A0A678ZVS0
HLA-A	A0A678ZVS4
HLA-A	A0A678ZW80
HLA-A	A0A678ZWD5
HLA-A	A0A678ZWD9
HLA-A	A0A678ZWE9
HLA-A	A0A678ZWH2
HLA-A	A0A678ZWJ0
HLA-A	A0A678ZWL4
HLA-A	A0A678ZWL7
HLA-A	A0A678ZWM0
HLA-A	A0A678ZWM3
HLA-A	A0A678ZWN3
HLA-A	A0A678ZWQ9
HLA-A	A0A678ZWR6
HLA-A	A0A678ZWS8
HLA-A	A0A678ZWU3
HLA-A	A0A678ZWV6
HLA-A	A0A678ZZ45
HLA-A	A0A678ZZB3
HLA-A	A0A678ZZB7
HLA-A	A0A678ZZC3
HLA-A	A0A678ZZC7
HLA-A	A0A678ZZD8
HLA-A	A0A678ZZE4
HLA-A	A0A678ZZE9
HLA-A	A0A678ZZG5
HLA-A	A0A678ZZI0
HLA-A	A0A679KDS7
HLA-A	A0A6B7FSY7
HLA-A	A0A6B7FT37
HLA-A	A0A6B7FT63
HLA-A	A0A6B7FT82
HLA-A	A0A6B7FT87
HLA-A	A0A6B7FT88
HLA-A	A0A6B7FT97
HLA-A	A0A6B7FTB7
HLA-A	A0A6B7FTC9
HLA-A	A0A6B7FTE4
HLA-A	A0A6B7FTE9
HLA-A	A0A6B7FTF3
HLA-A	A0A6B7FTG2
HLA-A	A0A6B7FTG4
HLA-A	A0A6B7FTH0
HLA-A	A0A6B7FTH7
HLA-A	A0A6B7FTS4
HLA-A	A0A6B7FU23
HLA-A	A0A6B7FU34
HLA-A	A0A6B7FUP9
HLA-A	A0A6B7FUQ0
HLA-A	A0A6B7FUS3
HLA-A	A0A6B7FUW9
HLA-A	A0A6B7FUX3
HLA-A	A0A6B7FUX4
HLA-A	A0A6B7FUY5
HLA-A	A0A6B7FUZ1
HLA-A	A0A6B7FUZ8
HLA-A	A0A6B7FVE5
HLA-A	A0A6B7FVK2
HLA-A	A0A6B7FVL2
HLA-A	A0A6B7FVM4
HLA-A	A0A6B7FVM7
HLA-A	A0A6B7FWC9
HLA-A	A0A6B7FWH5
HLA-A	A0A6B7FWI7
HLA-A	A0A6B7FWJ0
HLA-A	A0A6B7FWJ4
HLA-A	A0A6B7FWQ3
HLA-A	A0A6B7FWQ8
HLA-A	A0A6B7FWR5
HLA-A	A0A6B7FWR8
HLA-A	A0A6B7HFQ5
HLA-A	A0A6B7HFR9
HLA-A	A0A6B7HG31
HLA-A	A0A6B7HG37
HLA-A	A0A6B7HG45
HLA-A	A0A6B7HG58
HLA-A	A0A6B7HGE9
HLA-A	A0A6B7HGF0
HLA-A	A0A6B7HGF6
HLA-A	A0A6B7HGF8
HLA-A	A0A6B7HGG1
HLA-A	A0A6B7HGG7
HLA-A	A0A6B7HGG8
HLA-A	A0A6B7HGH3
HLA-A	A0A6B7HGI3
HLA-A	A0A6B7HGI4
HLA-A	A0A6B7HGI7
HLA-A	A0A6B7HGK8
HLA-A	A0A6B7HGL5
HLA-A	A0A6B7HGM1
HLA-A	A0A6B7HGM8
HLA-A	A0A6B7HGN3
HLA-A	A0A6B7HGN4
HLA-A	A0A6B7HGN5
HLA-A	A0A6B7HGN6
HLA-A	A0A6B7HGN9
HLA-A	A0A6B7HGP1
HLA-A	A0A6B7HGP2
HLA-A	A0A6B7HGP5
HLA-A	A0A6B7HGP6
HLA-A	A0A6B7HGQ0
HLA-A	A0A6B7HGQ4
HLA-A	A0A6B7HHR8
HLA-A	A0A6B7HHS8
HLA-A	A0A6B7HHT7
HLA-A	A0A6B7HHU0
HLA-A	A0A6B7HHU1
HLA-A	A0A6B7HHU7
HLA-A	A0A6B7IBY9
HLA-A	A0A6B7IBZ7
HLA-A	A0A6B7IC09
HLA-A	A0A6B7ICS9
HLA-A	A0A6B7ICX9
HLA-A	A0A6B7ICY6
HLA-A	A0A6B7IDW6
HLA-A	A0A6B7IE46
HLA-A	A0A6B7IEM1
HLA-A	A0A6B7IEN0
HLA-A	A0A6B7IEN9
HLA-A	A0A6B7IEQ2
HLA-A	A0A6B7IER3
HLA-A	A0A6B7IET9
HLA-A	A0A6B7IEU8
HLA-A	A0A6B7IEV1
HLA-A	A0A6B7IFJ8
HLA-A	A0A6B7IFL7
HLA-A	A0A6B7IFP5
HLA-A	A0A6B7IFQ5
HLA-A	A0A6B7IFX5
HLA-A	A0A6B7IG09
HLA-A	A0A6B7IG45
HLA-A	A0A6B7KQ33
HLA-A	A0A6B7KQ45
HLA-A	A0A6B7KV28
HLA-A	A0A6B7KV80
HLA-A	A0A6B7KXF2
HLA-A	A0A6B9CQX0
HLA-A	A0A6B9HBL0
HLA-A	A0A6B9HBN1
HLA-A	A0A6B9HQQ6
HLA-A	A0A6B9HR00
HLA-A	A0A6B9HR54
HLA-A	A0A6B9HR62
HLA-A	A0A6B9HS71
HLA-A	A0A6B9HSD8
HLA-A	A0A6B9HSE7
HLA-A	A0A6B9HSK5
HLA-A	A0A6B9HT24
HLA-A	A0A6B9KAH8
HLA-A	A0A6B9KAI8
HLA-A	A0A6B9KAJ1
HLA-A	A0A6B9KAN4
HLA-A	A0A6B9KFK9
HLA-A	A0A6B9KGV8
HLA-A	A0A6B9KHB8
HLA-A	A0A6B9KNP2
HLA-A	A0A6B9KNQ2
HLA-A	A0A6B9MM61
HLA-A	A0A6B9MM79
HLA-A	A0A6B9MMC8
HLA-A	A0A6B9MMF8
HLA-A	A0A6B9MMH3
HLA-A	A0A6B9MQ69
HLA-A	A0A6B9MSD5
HLA-A	A0A6B9MT85
HLA-A	A0A6B9MYI0
HLA-A	A0A6B9MYM4
HLA-A	A0A6B9MYM6
HLA-A	A0A6B9MYT7
HLA-A	A0A6B9RW39
HLA-A	A0A6B9VR84
HLA-A	A0A6B9VR87
HLA-A	A0A6B9VR96
HLA-A	A0A6B9VRD8
HLA-A	A0A6B9VRL5
HLA-A	A0A6B9VS25
HLA-A	A0A6B9VT30
HLA-A	A0A6B9VT36
HLA-A	A0A6B9VT42
HLA-A	A0A6B9VTR1
HLA-A	A0A6B9VTX5
HLA-A	A0A6B9VTY9
HLA-A	A0A6B9VUB6
HLA-A	A0A6B9WE25
HLA-A	A0A6B9WFF6
HLA-A	A0A6B9WFG8
HLA-A	A0A6B9WGP5
HLA-A	A0A6B9WGQ2
HLA-A	A0A6B9WHU5
HLA-A	A0A6C0MBN4
HLA-A	A0A6C0SDI7
HLA-A	A0A6C0SDM3
HLA-A	A0A6C0SDM4
HLA-A	A0A6C0SDP3
HLA-A	A0A6C0SE86
HLA-A	A0A6C0SE92
HLA-A	A0A6C0SEA1
HLA-A	A0A6C0SEA7
HLA-A	A0A6C0SEC8
HLA-A	A0A6C0SED3
HLA-A	A0A6C0SGC6
HLA-A	A0A6C0SGD6
HLA-A	A0A6C0SGF8
HLA-A	A0A6C0SGG6
HLA-A	A0A6C0SGK5
HLA-A	A0A6C0SGL7
HLA-A	A0A6C0SGQ9
HLA-A	A0A6C0SGS8
HLA-A	A0A6C0SGT3
HLA-A	A0A6C0SGU2
HLA-A	A0A6C0SH12
HLA-A	A0A6C0SHC5
HLA-A	A0A6C0SHE6
HLA-A	A0A6C0SHE8
HLA-A	A0A6C0TDD0
HLA-A	A0A6C0TDF5
HLA-A	A0A6C0TFP0
HLA-A	A0A6C0TGS8
HLA-A	A0A6C0THF1
HLA-A	A0A6C0THY7
HLA-A	A0A6C0TJ32
HLA-A	A0A6C0TKG2
HLA-A	A0A6C0TKS0
HLA-A	A0A6C0VB37
HLA-A	A0A6C1HWB0
HLA-A	A0A6C1HWC9
HLA-A	A0A6C1HWD3
HLA-A	A0A6C1HWE5
HLA-A	A0A6C1HWG5
HLA-A	A0A6C1HWG8
HLA-A	A0A6C1HWM2
HLA-A	A0A6C1HWN0
HLA-A	A0A6C1HXA0
HLA-A	A0A6C1HXC8
HLA-A	A0A6C1HY61
HLA-A	A0A6C1I614
HLA-A	A0A6C1I636
HLA-A	A0A6C1I9N9
HLA-A	A0A6C2E0Z3
HLA-A	A0A6C2E122
HLA-A	A0A6C2E3M9
HLA-A	A0A6C2E5D2
HLA-A	A0A6C5NEV1
HLA-A	A0A6C6XEE3
HLA-A	A0A6F8VGI6
HLA-A	A0A6F8Z9L3
HLA-A	A0A6F8ZCB5
HLA-A	A0A6G6CDI9
HLA-A	A0A6G7S6I1
HLA-A	A0A6G7S6J8
HLA-A	A0A6G7S6K8
HLA-A	A0A6G9W1F6
HLA-A	A0A6H0Y7A3
HLA-A	A0A6H0Y7F3
HLA-A	A0A6H0YKT7
HLA-A	A0A6J7ZB95
HLA-A	A0A6M3YCA4
HLA-A	A0A6M3YRX8
HLA-A	A0A6M3YYA1
HLA-A	A0A6M4A9L9
HLA-A	A0A6M4A9V8
HLA-A	A0A6M4AA77
HLA-A	A0A6M4C6H9
HLA-A	A0A6M4EQQ7
HLA-A	A0A6M4RV88
HLA-A	A0A6M5WPK7
HLA-A	A0A6M6AMD7
HLA-A	A0A6M6CC39
HLA-A	A0A6M6CEL9
HLA-A	A0A6M8DJN3
HLA-A	A0A6M8DNE3
HLA-A	A0A6M8PHV3
HLA-A	A0A6M8PRU7
HLA-A	A0A6M8PTY5
HLA-A	A0A6M8PU90
HLA-A	A0A6M8PV20
HLA-A	A0A6M8PX82
HLA-A	A0A6M8PX95
HLA-A	A0A6S7XTF4
HLA-A	A0A6S7XTJ0
HLA-A	A0A6S7XTY7
HLA-A	A0A6S7XU09
HLA-A	A0A6S7XU32
HLA-A	A0A6S7XV52
HLA-A	A0A6S7XX07
HLA-A	A0A6S7XX17
HLA-A	A0A6S7YB88
HLA-A	A0A6S7YP09
HLA-A	A0A6S7YP30
HLA-A	A0A6S7YTK2
HLA-A	A0A6V6XZ44
HLA-A	A0A7D3US19
HLA-A	A0A7D3UWS0
HLA-A	A0A7D4WYW1
HLA-A	A0A7D5A999
HLA-A	A0A7D5DVF6
HLA-A	A0A7D5H2K1
HLA-A	A0A7D5JR52
HLA-A	A0A7D5U624
HLA-A	A0A7D5VT54
HLA-A	A0A7D6ILG0
HLA-A	A0A7D7Q764
HLA-A	A0A7D7QGZ4
HLA-A	A0A7D7QND4
HLA-A	A0EVJ8
HLA-A	A0EVJ9
HLA-A	A0EVK0
HLA-A	A0EVK1
HLA-A	A0FKC6
HLA-A	A0JHM7
HLA-A	A0JKC0
HLA-A	A0JKD2
HLA-A	A0MVS8
HLA-A	A0N0E2
HLA-A	A0PBY4
HLA-A	A0PBY5
HLA-A	A0PFT8
HLA-A	A0PFV5
HLA-A	A0PFV6
HLA-A	A0PFV7
HLA-A	A0SY05
HLA-A	A0SY06
HLA-A	A0T4C1
HLA-A	A0ZXY8
HLA-A	A1DZU2
HLA-A	A1DZU3
HLA-A	A1DZU4
HLA-A	A1E124
HLA-A	A1E125
HLA-A	A1E126
HLA-A	A1E127
HLA-A	A1E2T0
HLA-A	A1ED57
HLA-A	A1KWS8
HLA-A	A1KWT0
HLA-A	A1Z0L4
HLA-A	A1Z0L6
HLA-A	A1Z0L7
HLA-A	A1Z0L9
HLA-A	A1Z1D7
HLA-A	A1Z287
HLA-A	A2BCQ4
HLA-A	A2BCQ5
HLA-A	A2BCQ6
HLA-A	A2Q116
HLA-A	A2Q117
HLA-A	A2RQE0
HLA-A	A2TEL8
HLA-A	A2TH17
HLA-A	A2TJ23
HLA-A	A2TJS5
HLA-A	A2V815
HLA-A	A2VBX4
HLA-A	A2VBX5
HLA-A	A2VBX6
HLA-A	A2VBX7
HLA-A	A2VBX8
HLA-A	A2VBZ7
HLA-A	A2VBZ8
HLA-A	A2VC06
HLA-A	A3FEL8
HLA-A	A3FEL9
HLA-A	A3FG63
HLA-A	A3KLI6
HLA-A	A3RKJ6
HLA-A	A3RKJ9
HLA-A	A4FRB7
HLA-A	A4GWZ0
HLA-A	A4GWZ1
HLA-A	A4L9U0
HLA-A	A4URF1
HLA-A	A4URF2
HLA-A	A4URG8
HLA-A	A4URG9
HLA-A	A4URH5
HLA-A	A4URH6
HLA-A	A4USG6
HLA-A	A4USG7
HLA-A	A4USG8
HLA-A	A4USG9
HLA-A	A4USH0
HLA-A	A4USH1
HLA-A	A4USH2
HLA-A	A4USH3
HLA-A	A4USH4
HLA-A	A4UTT5
HLA-A	A4UUL3
HLA-A	A4ZW41
HLA-A	A4ZW42
HLA-A	A5A4G3
HLA-A	A5A4L6
HLA-A	A5A8M6
HLA-A	A5A8M7
HLA-A	A5CLH5
HLA-A	A5HBZ4
HLA-A	A5HJL0
HLA-A	A5HKN9
HLA-A	A5HKP0
HLA-A	A5HKP1
HLA-A	A5I8L1
HLA-A	A5I8L2
HLA-A	A5JSF5
HLA-A	A5JSF6
HLA-A	A5JSF7
HLA-A	A5JSF8
HLA-A	A5JSF9
HLA-A	A5JSG0
HLA-A	A5JSG1
HLA-A	A5JSG2
HLA-A	A5JSG3
HLA-A	A5JSG5
HLA-A	A5JSG6
HLA-A	A5JUX0
HLA-A	A5PHP7
HLA-A	A5PHT4
HLA-A	A5PHT6
HLA-A	A5PHT7
HLA-A	A5PHT9
HLA-A	A5YVG2
HLA-A	A5YVG3
HLA-A	A5YVG4
HLA-A	A5YVG5
HLA-A	A5YVG6
HLA-A	A5YVG7
HLA-A	A5YVG8
HLA-A	A5Z1D4
HLA-A	A5Z1D5
HLA-A	A6H346
HLA-A	A6H583
HLA-A	A6H591
HLA-A	A6H592
HLA-A	A6N8R8
HLA-A	A6N9E1
HLA-A	A6Q0R1
HLA-A	A6YT90
HLA-A	A6YT91
HLA-A	A6YT92
HLA-A	A7BKB6
HLA-A	A7DZQ5
HLA-A	A7E1B9
HLA-A	A7E1C1
HLA-A	A7L3S6
HLA-A	A7L3S7
HLA-A	A7L3S8
HLA-A	A7L3S9
HLA-A	A7L3T0
HLA-A	A7L3T1
HLA-A	A7L3T2
HLA-A	A7L5K9
HLA-A	A7L5M0
HLA-A	A7L858
HLA-A	A7LB37
HLA-A	A7LKN0
HLA-A	A7M780
HLA-A	A7MAE1
HLA-A	A7MAE2
HLA-A	A7MAK2
HLA-A	A7MAP2
HLA-A	A7MAP3
HLA-A	A7MAP4
