Entrez.Gene,Symbol,metaZscore,metaPval,effect,Pval.adj,Bonferroni,maxFC,avgFC,BraakR,atrophyR
25937,WWTR1,6.18093025,6.37E-10,++?+++,2.12E-08,1.50E-05,3.31,1.51,,
9804,TOMM20,-6.178049594,6.49E-10,------,2.16E-08,1.53E-05,0.49,0.73,-0.6599,-0.5149
10894,LYVE1,6.177708641,6.50E-10,?+?+++,2.16E-08,1.53E-05,1.40,1.27,,
84002,B3GNT5,6.177141875,6.53E-10,++?++-,2.16E-08,1.54E-05,1.35,1.18,,
119391,GSTO2,-6.175951005,6.58E-10,-----+,2.18E-08,1.55E-05,0.76,0.86,,
5160,PDHA1,-6.17521017,6.61E-10,------,2.18E-08,1.55E-05,0.63,0.84,,-0.4938
29992,PILRA,6.174259949,6.65E-10,++?+++,2.19E-08,1.56E-05,1.16,1.12,0.6127,0.5146
84282,RNF135,6.17371469,6.67E-10,++?+++,2.20E-08,1.57E-05,2.57,1.34,0.6288,0.5498
1788,DNMT3A,-6.17215714,6.74E-10,--?--+,2.22E-08,1.59E-05,0.78,0.89,-0.607,0.4856
2980,GUCA2A,6.170566079,6.80E-10,??++++,2.24E-08,1.60E-05,1.27,1.15,0.6056,0.4869
23640,HSPBP1,-6.166891872,6.96E-10,--?--+,2.29E-08,1.64E-05,0.85,0.90,-0.6028,-0.4789
56934,CA10,-6.166387704,6.99E-10,--?---,2.29E-08,1.64E-05,0.55,0.73,-0.7084,-0.5878
51778,MYOZ2,-6.163895996,7.10E-10,???---,2.32E-08,1.67E-05,0.84,0.92,-0.6362,-0.494
942,CD86,6.163337052,7.12E-10,-+?++-,2.33E-08,1.68E-05,1.56,1.21,,
6525,SMTN,6.163257735,7.13E-10,?++++-,2.33E-08,1.68E-05,1.66,1.25,0.6108,0.5081
3428,IFI16,6.162253307,7.17E-10,++++++,2.34E-08,1.69E-05,1.55,1.34,,0.46
91653,BOC,6.161854138,7.19E-10,+++++-,2.34E-08,1.69E-05,1.86,1.27,0.6872,0.5539
284004,HEXDC,6.160946129,7.23E-10,++?+++,2.35E-08,1.70E-05,1.21,1.14,0.6111,0.5087
5631,PRPS1,-6.159505808,7.30E-10,------,2.37E-08,1.72E-05,0.63,0.83,-0.6592,-0.5306
84450,ZNF512,-6.158939198,7.32E-10,------,2.37E-08,1.72E-05,0.67,0.84,-0.6172,
22904,SBNO2,6.158739402,7.33E-10,++?+++,2.37E-08,1.73E-05,1.52,1.18,0.6535,0.4634
112936,VPS26B,-6.156636338,7.43E-10,--?---,2.40E-08,1.75E-05,0.70,0.86,-0.6002,-0.5142
288,ANK3,-6.155043464,7.51E-10,------,2.42E-08,1.77E-05,0.53,0.77,-0.6224,-0.5148
55593,OTUD5,-6.154994303,7.51E-10,------,2.42E-08,1.77E-05,0.88,0.92,,
53827,FXYD5,6.154407815,7.54E-10,?+?+++,2.43E-08,1.77E-05,1.39,1.25,0.6598,0.5552
399957,,-6.152044126,7.65E-10,???--?,2.46E-08,1.80E-05,0.67,0.70,,
2775,GNAO1,-6.150957302,7.70E-10,------,2.47E-08,1.81E-05,0.75,0.86,,-0.4459
51527,GSKIP,-6.150206719,7.74E-10,--?---,2.48E-08,1.82E-05,0.56,0.78,,
5950,RBP4,-6.14995529,7.75E-10,--?---,2.48E-08,1.82E-05,0.58,0.74,-0.6814,-0.5728
55862,ECHDC1,-6.147364217,7.88E-10,--?---,2.52E-08,1.85E-05,0.55,0.79,,
64838,FNDC4,-6.146654451,7.91E-10,------,2.52E-08,1.86E-05,0.69,0.86,-0.6704,-0.5164
587,BCAT2,6.146593173,7.92E-10,++?+++,2.52E-08,1.86E-05,1.41,1.17,0.6554,0.5342
3480,IGF1R,6.146447074,7.92E-10,+++++-,2.52E-08,1.86E-05,1.72,1.23,0.6634,0.5627
8270,LAGE3,-6.145347379,7.98E-10,--?---,2.54E-08,1.88E-05,0.68,0.86,-0.6801,-0.5407
8857,FCGBP,6.141937645,8.15E-10,-+?+++,2.59E-08,1.92E-05,2.19,1.45,,0.4507
84312,BRMS1L,-6.141007365,8.20E-10,--?---,2.60E-08,1.93E-05,0.52,0.78,-0.6358,-0.4804
1441,CSF3R,6.140832058,8.21E-10,?+++++,2.60E-08,1.93E-05,1.41,1.25,,
147138,TMC8,6.14075785,8.21E-10,++?+++,2.60E-08,1.93E-05,1.29,1.12,,0.472
199675,,6.140532784,8.22E-10,???+++,2.60E-08,1.94E-05,1.76,1.36,,
80013,FAM188A,-6.136887178,8.42E-10,--?---,2.65E-08,1.98E-05,0.63,0.83,-0.6106,-0.5316
23033,DOPEY1,-6.134586325,8.54E-10,------,2.69E-08,2.01E-05,0.59,0.80,,-0.5303
24146,CLDN15,6.134053984,8.57E-10,?+++++,2.69E-08,2.02E-05,1.74,1.25,,0.5085
10102,TSFM,-6.13112782,8.73E-10,------,2.74E-08,2.05E-05,0.54,0.83,-0.6067,-0.4415
4790,NFKB1,6.131078319,8.73E-10,-+++++,2.74E-08,2.05E-05,1.45,1.12,0.6917,0.5928
55812,SPATA7,-6.129604425,8.81E-10,--?---,2.76E-08,2.07E-05,0.51,0.79,-0.6437,-0.5192
3665,IRF7,6.128780882,8.86E-10,++?+++,2.77E-08,2.08E-05,1.61,1.25,0.6129,0.4746
192111,PGAM5,-6.12863953,8.86E-10,???--+,2.77E-08,2.09E-05,0.69,0.83,-0.6749,-0.5849
9968,MED12,6.126771937,8.97E-10,++++++,2.80E-08,2.11E-05,1.22,1.12,0.6288,0.4574
79719,AAGAB,-6.125580642,9.04E-10,--?---,2.82E-08,2.13E-05,0.55,0.78,-0.676,-0.5498
81848,SPRY4,-6.125177493,9.06E-10,--?---,2.82E-08,2.13E-05,0.62,0.78,,-0.466
718,C3,6.125156483,9.06E-10,++++++,2.82E-08,2.13E-05,1.69,1.33,,
285733,,6.123588026,9.15E-10,???++?,2.84E-08,2.15E-05,1.20,1.18,,
3079,CFHR1P,6.1224434,9.22E-10,???++?,2.86E-08,2.17E-05,1.78,1.58,,
114088,TRIM9,-6.121046646,9.30E-10,--?---,2.88E-08,2.19E-05,0.65,0.82,-0.6769,-0.5478
23075,SWAP70,6.1198207,9.37E-10,++?+++,2.90E-08,2.20E-05,1.42,1.20,0.6811,0.5699
4976,OPA1,-6.119587634,9.38E-10,--?---,2.90E-08,2.21E-05,0.53,0.77,-0.5919,-0.5474
196394,AMN1,-6.119251249,9.40E-10,--?---,2.90E-08,2.21E-05,0.67,0.80,-0.6575,-0.5028
64778,FNDC3B,6.119178186,9.41E-10,++?+++,2.90E-08,2.21E-05,1.31,1.18,0.6486,0.5121
55214,LEPREL1,6.118828947,9.43E-10,++?+++,2.90E-08,2.22E-05,1.34,1.15,0.6688,0.594
440065,,-6.118776663,9.43E-10,???--?,2.90E-08,2.22E-05,0.64,0.71,,
7984,ARHGEF5,6.118173229,9.47E-10,??++++,2.90E-08,2.23E-05,1.24,1.14,,0.5267
9399,STOML1,-6.118039782,9.47E-10,------,2.90E-08,2.23E-05,0.70,0.85,-0.6265,-0.5634
9990,SLC12A6,-6.117050286,9.53E-10,--?---,2.92E-08,2.24E-05,0.64,0.83,-0.6361,-0.5452
23216,TBC1D1,6.11514193,9.65E-10,++?+++,2.95E-08,2.27E-05,1.15,1.12,0.6244,0.4913
80332,ADAM33,6.112356758,9.82E-10,++?+++,2.99E-08,2.31E-05,2.03,1.35,,0.5129
6094,ROM1,6.112222722,9.83E-10,++++++,2.99E-08,2.31E-05,1.46,1.24,0.6894,0.5228
5162,PDHB,-6.111046107,9.90E-10,------,3.01E-08,2.33E-05,0.61,0.82,-0.627,-0.4863
27429,HTRA2,-6.110275861,9.95E-10,--?---,3.02E-08,2.34E-05,0.68,0.86,-0.5959,-0.5075
653160,,-6.110210253,9.95E-10,???--?,3.02E-08,2.34E-05,0.80,0.83,,
397,ARHGDIB,6.109759329,9.98E-10,++++++,3.03E-08,2.35E-05,1.32,1.18,,
10000,AKT3,-6.108977173,1.00E-09,--?---,3.04E-08,2.36E-05,0.62,0.78,-0.6692,-0.5093
6494,SIPA1,6.107971737,1.01E-09,?+?++?,3.05E-08,2.37E-05,1.38,1.23,0.6993,0.5608
91607,SLFN11,6.106141556,1.02E-09,++?++-,3.08E-08,2.40E-05,1.32,1.17,0.6183,0.525
442322,,6.104085213,1.03E-09,???++?,3.12E-08,2.43E-05,1.18,1.16,,
6908,TBP,-6.102017483,1.05E-09,--?---,3.16E-08,2.46E-05,0.73,0.89,,
374860,ANKRD30B,-6.100958106,1.05E-09,?+?---,3.17E-08,2.48E-05,0.77,0.88,-0.5918,-0.5062
55596,ZCCHC8,6.099987229,1.06E-09,++?+++,3.19E-08,2.50E-05,1.63,1.21,0.7373,0.5935
129293,TRABD2A,-6.098132704,1.07E-09,--?---,3.22E-08,2.53E-05,0.67,0.84,,
5955,RCN2,-6.095860392,1.09E-09,------,3.26E-08,2.56E-05,0.71,0.85,-0.6097,-0.467
79644,SRD5A3,-6.09536767,1.09E-09,--?---,3.27E-08,2.57E-05,0.65,0.78,,
2898,GRIK2,-6.094128123,1.10E-09,------,3.29E-08,2.59E-05,0.57,0.78,-0.6621,-0.5556
6660,SOX5,6.090292282,1.13E-09,++?++-,3.37E-08,2.65E-05,2.01,1.22,,
84083,ZRANB3,-6.08860953,1.14E-09,--?---,3.40E-08,2.68E-05,0.78,0.85,,
4496,MT1H,6.088340398,1.14E-09,++?+++,3.40E-08,2.68E-05,2.12,1.43,0.657,0.5227
51118,UTP11L,-6.085466303,1.16E-09,--?---,3.46E-08,2.73E-05,0.73,0.87,-0.6067,-0.5251
25789,TMEM59L,-6.085077109,1.16E-09,------,3.46E-08,2.74E-05,0.77,0.84,-0.6527,-0.5968
5873,RAB27A,6.084125579,1.17E-09,++?+++,3.48E-08,2.76E-05,1.53,1.24,0.6205,0.4522
28958,COA3,-6.081502694,1.19E-09,--?---,3.53E-08,2.80E-05,0.58,0.83,,
114801,TMEM200A,-6.080581807,1.20E-09,------,3.54E-08,2.82E-05,0.37,0.74,,
1408,CRY2,-6.080531425,1.20E-09,--?--+,3.54E-08,2.82E-05,0.81,0.90,,-0.4799
57415,C3orf14,-6.079505805,1.21E-09,-+----,3.56E-08,2.84E-05,0.50,0.76,-0.6326,-0.4959
8409,UXT,6.079331183,1.21E-09,-++++-,3.56E-08,2.84E-05,1.27,1.05,0.6287,0.5126
5265,SERPINA1,6.078420308,1.21E-09,-+?+++,3.57E-08,2.86E-05,1.49,1.26,,
7411,VBP1,-6.075241123,1.24E-09,--?---,3.64E-08,2.91E-05,0.63,0.85,-0.6207,-0.5105
51435,SCARA3,6.073306008,1.25E-09,++++++,3.68E-08,2.95E-05,2.20,1.36,,
27324,TOX3,-6.073148485,1.25E-09,--?---,3.68E-08,2.95E-05,0.73,0.84,,
338758,LINC00936,-6.072553916,1.26E-09,--?--?,3.69E-08,2.96E-05,0.75,0.79,,
9331,B4GALT6,-6.070880684,1.27E-09,--?---,3.72E-08,2.99E-05,0.56,0.71,-0.6735,-0.5372
3712,IVD,-6.070163002,1.28E-09,--?--+,3.74E-08,3.01E-05,0.57,0.84,,
196410,METTL7B,6.06968955,1.28E-09,++?++-,3.74E-08,3.02E-05,1.39,1.22,0.6431,0.5107
6776,STAT5A,6.067742355,1.30E-09,-+++++,3.78E-08,3.05E-05,1.40,1.13,0.6403,0.5087
113277,TMEM106A,6.067245785,1.30E-09,++?+++,3.79E-08,3.06E-05,1.37,1.19,0.6088,0.469
120425,AMICA1,6.066847874,1.30E-09,???+++,3.79E-08,3.07E-05,1.44,1.27,,
23168,RTF1,-6.06540776,1.32E-09,--?---,3.82E-08,3.10E-05,0.57,0.79,-0.6232,-0.5432
5223,PGAM1,-6.06423522,1.33E-09,------,3.85E-08,3.12E-05,0.63,0.80,-0.6935,-0.5446
4318,MMP9,6.063080312,1.34E-09,-+?+++,3.87E-08,3.14E-05,1.23,1.12,,
2805,GOT1,-6.061873226,1.35E-09,------,3.89E-08,3.17E-05,0.42,0.71,-0.655,-0.5409
9754,STARD8,6.05978051,1.36E-09,+++++-,3.94E-08,3.21E-05,1.49,1.20,0.6371,0.5062
145483,FAM161B,-6.058902465,1.37E-09,--?---,3.96E-08,3.22E-05,0.66,0.82,-0.6297,-0.4923
26515,TIMM10B,-6.056173175,1.39E-09,--?---,4.02E-08,3.28E-05,0.74,0.87,,
488,ATP2A2,-6.054803867,1.41E-09,------,4.05E-08,3.31E-05,0.51,0.77,-0.6726,-0.5462
328,APEX1,-6.054396776,1.41E-09,--?---,4.05E-08,3.32E-05,0.66,0.87,-0.5968,-0.4887
9378,NRXN1,-6.054152593,1.41E-09,------,4.06E-08,3.32E-05,0.56,0.77,-0.6099,-0.5147
8554,PIAS1,6.053940282,1.41E-09,-+-+++,4.06E-08,3.33E-05,0.72,1.02,,0.4582
64087,MCCC2,-6.053763061,1.42E-09,--?---,4.06E-08,3.33E-05,0.62,0.82,,
59350,RXFP1,-6.053101145,1.42E-09,--?---,4.06E-08,3.34E-05,0.63,0.70,-0.6012,-0.4677
440852,,6.052998735,1.42E-09,???++?,4.06E-08,3.35E-05,1.31,1.24,,
3678,ITGA5,6.052784363,1.42E-09,?+?+++,4.06E-08,3.35E-05,1.71,1.32,0.6536,0.4901
4794,NFKBIE,-6.052642077,1.42E-09,???---,4.06E-08,3.35E-05,0.82,0.89,-0.7113,-0.4928
55170,PRMT6,-6.051235277,1.44E-09,--?---,4.09E-08,3.38E-05,0.69,0.86,-0.6587,-0.4896
85352,KIAA1644,-6.050720394,1.44E-09,--?--+,4.10E-08,3.39E-05,0.77,0.85,-0.6618,-0.5603
80309,SPHKAP,-6.049957634,1.45E-09,--?---,4.12E-08,3.41E-05,0.33,0.63,-0.6464,-0.5504
27248,ERLEC1,-6.048107823,1.47E-09,------,4.16E-08,3.45E-05,0.48,0.77,-0.6457,-0.5215
23118,TAB2,6.045405215,1.49E-09,++++++,4.23E-08,3.51E-05,1.26,1.18,0.6976,0.5968
10929,SRSF8,-6.044383886,1.50E-09,--?---,4.25E-08,3.53E-05,0.68,0.86,,
3068,HDGF,6.041882721,1.52E-09,++++++,4.31E-08,3.58E-05,1.23,1.11,0.6321,0.5186
57674,RNF213,6.040864584,1.53E-09,++?+++,4.33E-08,3.61E-05,1.39,1.22,,0.4836
11245,GPR176,-6.040552074,1.54E-09,--?---,4.33E-08,3.61E-05,0.68,0.82,-0.6168,-0.4659
84617,TUBB6,6.040208947,1.54E-09,++?+++,4.34E-08,3.62E-05,1.89,1.37,0.6609,0.4734
6539,SLC6A12,6.040041808,1.54E-09,+++++-,4.34E-08,3.63E-05,1.98,1.35,,0.4487
57645,POGK,6.038982169,1.55E-09,+++++-,4.36E-08,3.65E-05,2.23,1.28,,0.4921
84063,KIRREL2,-6.03802651,1.56E-09,???---,4.38E-08,3.67E-05,0.78,0.87,-0.6123,-0.5172
7297,TYK2,6.037518403,1.57E-09,++++++,4.39E-08,3.68E-05,1.22,1.13,0.6721,0.5098
9124,PDLIM1,6.036392149,1.58E-09,++?+++,4.41E-08,3.71E-05,2.12,1.40,0.6013,0.459
115004,MB21D1,6.03616484,1.58E-09,++?+++,4.41E-08,3.71E-05,1.35,1.16,,
55591,VEZT,-6.03603762,1.58E-09,-----+,4.41E-08,3.72E-05,0.54,0.82,-0.6057,-0.465
51365,PLA1A,6.035325516,1.59E-09,++?+++,4.43E-08,3.73E-05,1.77,1.33,0.6394,0.5155
663,BNIP2,6.035147129,1.59E-09,++++++,4.43E-08,3.74E-05,1.79,1.20,0.7266,0.6069
4494,MT1F,6.034948932,1.59E-09,++?+++,4.43E-08,3.74E-05,2.02,1.46,,0.4738
401093,MBNL1-AS1,-6.034484588,1.59E-09,--?--?,4.44E-08,3.75E-05,0.80,0.87,,
283991,UBALD2,6.034041588,1.60E-09,++++++,4.44E-08,3.76E-05,1.45,1.20,,
286044,,6.033287796,1.61E-09,???++?,4.46E-08,3.78E-05,1.42,1.32,,
126792,B3GALT6,-6.033029717,1.61E-09,--?--+,4.46E-08,3.79E-05,0.80,0.89,-0.6701,-0.5784
8519,IFITM1,6.032201306,1.62E-09,++?+++,4.48E-08,3.81E-05,1.87,1.42,0.6621,0.4922
996,CDC27,-6.03162636,1.62E-09,------,4.49E-08,3.82E-05,0.62,0.83,-0.613,-0.4762
9960,USP3,6.03009068,1.64E-09,++?+++,4.53E-08,3.86E-05,1.55,1.21,0.6831,0.5486
5783,PTPN13,6.029374602,1.65E-09,++++++,4.54E-08,3.87E-05,1.89,1.24,0.6744,0.5862
1537,CYC1,-6.028503707,1.65E-09,--?---,4.56E-08,3.89E-05,0.65,0.86,-0.671,-0.5522
7461,CLIP2,6.027182086,1.67E-09,++++++,4.59E-08,3.93E-05,1.25,1.14,,
22895,RPH3A,-6.026761172,1.67E-09,--?---,4.60E-08,3.94E-05,0.50,0.71,-0.6883,-0.5998
10825,NEU3,-6.026324933,1.68E-09,?-?---,4.60E-08,3.95E-05,0.83,0.90,,
79626,TNFAIP8L2,6.026115899,1.68E-09,???+++,4.60E-08,3.95E-05,1.28,1.14,,0.4451
54453,RIN2,6.026092665,1.68E-09,++++++,4.60E-08,3.95E-05,2.78,1.38,0.686,0.545
283687,C15orf37,-6.025313083,1.69E-09,--?--+,4.62E-08,3.97E-05,0.78,0.91,-0.6706,-0.5617
84734,C1orf90,6.025074793,1.69E-09,???+++,4.62E-08,3.98E-05,1.50,1.28,,
26152,ZNF337,-6.024196332,1.70E-09,-----+,4.64E-08,4.00E-05,0.77,0.92,,
282679,AQP11,-6.023819655,1.70E-09,------,4.64E-08,4.01E-05,0.53,0.79,-0.6351,-0.4668
7857,SCG2,-6.021905472,1.72E-09,--?---,4.69E-08,4.06E-05,0.42,0.63,-0.6745,-0.5195
6664,SOX11,-6.020576778,1.74E-09,+-?--+,4.72E-08,4.09E-05,0.83,0.93,,
22869,ZNF510,-6.020500176,1.74E-09,------,4.72E-08,4.09E-05,0.61,0.84,,
51377,UCHL5,-6.019456493,1.75E-09,--?---,4.75E-08,4.12E-05,0.54,0.77,-0.66,-0.521
54209,TREM2,6.01894876,1.76E-09,?+++++,4.76E-08,4.13E-05,1.49,1.26,,
91107,TRIM47,6.017279258,1.77E-09,++?+++,4.80E-08,4.17E-05,2.01,1.32,0.6498,0.4764
4173,MCM4,-6.016701559,1.78E-09,--?---,4.81E-08,4.19E-05,0.69,0.82,-0.6219,-0.5155
2736,GLI2,6.015215615,1.80E-09,++?+++,4.85E-08,4.23E-05,1.36,1.18,,0.4635
9093,DNAJA3,-6.014554103,1.80E-09,------,4.86E-08,4.24E-05,0.70,0.88,,
599,BCL2L2,-6.01446377,1.80E-09,------,4.86E-08,4.25E-05,0.83,0.90,-0.7166,-0.579
951,CD37,6.013530294,1.82E-09,?+?+++,4.88E-08,4.27E-05,1.39,1.24,,
11167,FSTL1,6.013508958,1.82E-09,+-++++,4.88E-08,4.27E-05,1.70,1.29,0.6123,0.4576
131583,FAM43A,6.005560855,1.91E-09,+++++-,5.12E-08,4.49E-05,1.85,1.23,,
23185,LARP4B,-6.005161409,1.91E-09,--?---,5.13E-08,4.50E-05,0.71,0.85,-0.602,-0.4722
10633,RASL10A,-6.004908244,1.91E-09,--?--+,5.13E-08,4.50E-05,0.68,0.83,-0.6893,-0.5741
23609,MKRN2,-6.00430471,1.92E-09,------,5.14E-08,4.52E-05,0.83,0.89,,
79854,LINC00115,6.003983307,1.93E-09,++?+++,5.15E-08,4.53E-05,1.30,1.15,,
51102,MECR,-6.003411718,1.93E-09,--?--+,5.16E-08,4.55E-05,0.70,0.83,-0.69,-0.602
126433,FBXO27,-6.002405329,1.94E-09,?-----,5.19E-08,4.57E-05,0.84,0.91,,-0.483
81533,ITFG1,-6.001667796,1.95E-09,--?---,5.20E-08,4.60E-05,0.33,0.70,-0.6902,-0.5423
5522,PPP2R2C,-6.001394697,1.96E-09,--?---,5.20E-08,4.60E-05,0.71,0.84,-0.6343,-0.5072
59271,EVA1C,6.00133986,1.96E-09,++++++,5.20E-08,4.60E-05,1.32,1.17,,
8837,CFLAR,6.000773378,1.96E-09,++?+++,5.22E-08,4.62E-05,1.58,1.23,0.6821,0.5376
716,C1S,5.999997436,1.97E-09,--++++,5.23E-08,4.64E-05,1.58,1.25,,0.4773
5048,PAFAH1B1,-5.996465189,2.02E-09,------,5.34E-08,4.75E-05,0.54,0.78,-0.65,-0.5332
29887,SNX10,-5.992637028,2.06E-09,------,5.46E-08,4.86E-05,0.49,0.72,-0.6237,-0.5317
126731,CCSAP,-5.990618534,2.09E-09,--?--?,5.53E-08,4.92E-05,0.59,0.76,,
23336,SYNM,5.989997388,2.10E-09,++?+++,5.54E-08,4.94E-05,1.35,1.20,0.5971,0.5617
2188,FANCF,-5.989743838,2.10E-09,--?---,5.54E-08,4.95E-05,0.69,0.86,-0.6198,
64123,ELTD1,5.985785341,2.15E-09,++?+++,5.67E-08,5.07E-05,1.84,1.29,0.6329,0.5179
57213,SPRYD7,-5.984822009,2.17E-09,------,5.70E-08,5.10E-05,0.75,0.86,,
28976,ACAD9,-5.98440825,2.17E-09,------,5.71E-08,5.11E-05,0.85,0.89,-0.6159,-0.5305
369,ARAF,5.982633979,2.20E-09,++++++,5.77E-08,5.17E-05,1.41,1.14,0.6523,0.5174
10263,CDK2AP2,5.98167337,2.21E-09,+++++-,5.79E-08,5.20E-05,1.42,1.20,0.6267,0.5158
25874,MPC2,-5.98166245,2.21E-09,--?---,5.79E-08,5.20E-05,0.62,0.82,,
54504,CPVL,5.981385901,2.21E-09,?+?++?,5.79E-08,5.21E-05,1.40,1.36,,0.4722
5460,POU5F1,5.980589248,2.22E-09,???+++,5.81E-08,5.23E-05,1.23,1.14,,0.5015
374408,,-5.980281142,2.23E-09,???--?,5.82E-08,5.24E-05,0.77,0.83,,
84246,MED10,-5.978081547,2.26E-09,--?---,5.89E-08,5.31E-05,0.72,0.87,-0.6392,-0.4888
92609,TIMM50,-5.977438253,2.27E-09,--?---,5.91E-08,5.33E-05,0.62,0.84,-0.6855,-0.5842
56945,MRPS22,-5.976945563,2.27E-09,------,5.92E-08,5.35E-05,0.56,0.85,,-0.4583
9064,MAP3K6,5.976085585,2.29E-09,+-?+++,5.94E-08,5.38E-05,1.34,1.14,0.6469,0.4524
23328,SASH1,5.975336193,2.30E-09,++?+++,5.96E-08,5.40E-05,3.03,1.46,0.6706,0.5709
391403,,5.972140183,2.34E-09,???++?,6.07E-08,5.51E-05,1.10,1.10,,
6404,SELPLG,5.971211666,2.35E-09,++?++-,6.10E-08,5.54E-05,1.29,1.18,,
8678,BECN1,-5.969351902,2.38E-09,------,6.16E-08,5.60E-05,0.68,0.84,-0.6363,-0.4545
6543,SLC8A2,-5.969257768,2.38E-09,--?---,6.16E-08,5.61E-05,0.71,0.82,-0.6119,-0.564
23151,GRAMD4,-5.968555763,2.39E-09,--?---,6.18E-08,5.63E-05,0.87,0.93,,
84058,WDR54,-5.966837682,2.42E-09,------,6.24E-08,5.69E-05,0.58,0.81,-0.6392,-0.5684
3078,CFHR1,5.966419009,2.43E-09,???++-,6.25E-08,5.71E-05,1.87,1.36,0.6467,0.524
84259,DCUN1D5,-5.9659595,2.43E-09,------,6.26E-08,5.72E-05,0.67,0.86,,
10581,IFITM2,5.965827694,2.43E-09,++?+++,6.26E-08,5.73E-05,2.01,1.46,0.6597,0.4887
205,AK3L1,5.964949212,2.45E-09,???++?,6.29E-08,5.76E-05,1.27,1.26,,
6173,RPL36A,5.96468643,2.45E-09,++?++?,6.29E-08,5.77E-05,1.20,1.12,,
550643,LOC550643,-5.964461933,2.45E-09,--?--?,6.29E-08,5.78E-05,0.75,0.85,,
6913,TBX15,5.964154114,2.46E-09,+??+++,6.30E-08,5.79E-05,1.65,1.31,0.5964,0.4625
3684,ITGAM,5.960162036,2.52E-09,++?+++,6.44E-08,5.93E-05,1.32,1.18,,
58478,ENOPH1,-5.959998447,2.52E-09,--?---,6.44E-08,5.94E-05,0.71,0.86,-0.6352,-0.4753
64332,NFKBIZ,5.959891463,2.52E-09,++?+++,6.44E-08,5.94E-05,1.49,1.24,0.5975,0.4688
26147,PHF19,5.959190843,2.53E-09,++?++-,6.46E-08,5.96E-05,1.70,1.24,0.6977,0.5504
1174,AP1S1,-5.958969533,2.54E-09,--?---,6.46E-08,5.97E-05,0.73,0.81,-0.6904,-0.5752
10038,PARP2,-5.958592758,2.54E-09,------,6.47E-08,5.99E-05,0.48,0.79,,-0.4867
9868,TOMM70A,-5.958325455,2.55E-09,--?---,6.48E-08,6.00E-05,0.55,0.78,-0.6432,-0.5099
5292,PIM1,5.957767184,2.56E-09,-+++++,6.48E-08,6.02E-05,1.43,1.17,,
388272,C16orf87,-5.957735288,2.56E-09,--?---,6.48E-08,6.02E-05,0.66,0.83,-0.6179,-0.4815
8832,CD84,5.957318011,2.56E-09,++?+++,6.49E-08,6.03E-05,1.44,1.22,,
1128,CHRM1,-5.957131907,2.57E-09,------,6.49E-08,6.04E-05,0.63,0.80,-0.686,-0.5305
57184,FAM219B,-5.955947529,2.59E-09,--?---,6.54E-08,6.08E-05,0.79,0.88,,
1066,CES1,5.954711776,2.61E-09,???++?,6.58E-08,6.13E-05,1.77,1.63,,
2122,MECOM,5.954234339,2.61E-09,++++++,6.59E-08,6.15E-05,2.32,1.38,0.6167,0.5418
280636,C11orf31,-5.953728541,2.62E-09,--?--+,6.60E-08,6.17E-05,0.72,0.86,-0.7446,-0.5959
602,BCL3,5.953295069,2.63E-09,++?+++,6.61E-08,6.18E-05,1.56,1.27,0.6139,0.4449
3075,CFH,5.952620808,2.64E-09,+-?+++,6.63E-08,6.21E-05,1.85,1.36,0.6491,0.5256
196294,IMMP1L,-5.952339315,2.64E-09,-+?---,6.64E-08,6.22E-05,0.80,0.89,,-0.4642
51728,POLR3K,-5.951282086,2.66E-09,--?---,6.67E-08,6.26E-05,0.59,0.79,-0.6401,-0.5031
23769,FLRT1,-5.951261932,2.66E-09,+-?---,6.67E-08,6.26E-05,0.76,0.89,-0.67,-0.5178
2271,FH,-5.950233801,2.68E-09,--?---,6.70E-08,6.30E-05,0.49,0.77,,-0.4693
3636,INPPL1,5.948339131,2.71E-09,++++++,6.77E-08,6.37E-05,1.35,1.21,0.6632,0.5312
11214,AKAP13,5.948153812,2.71E-09,+-?+++,6.77E-08,6.38E-05,2.10,1.23,,
150677,OTOS,5.948099877,2.71E-09,+-++++,6.77E-08,6.38E-05,1.54,1.23,,
55022,PID1,-5.947015273,2.73E-09,------,6.81E-08,6.43E-05,0.67,0.81,-0.6038,-0.4413
60437,CDH26,5.946493417,2.74E-09,++?+++,6.82E-08,6.45E-05,1.22,1.09,0.6167,0.5051
283507,SUGT1P3,-5.945937957,2.75E-09,--?---,6.84E-08,6.47E-05,0.61,0.85,,
4289,MKLN1,5.945657357,2.75E-09,++?+++,6.84E-08,6.48E-05,1.81,1.24,0.6651,0.5786
342132,,-5.943391693,2.79E-09,???---,6.92E-08,6.57E-05,0.84,0.91,,
79963,ABCA11P,-5.943292176,2.79E-09,--?--?,6.92E-08,6.57E-05,0.74,0.80,,
3931,LCAT,5.943213784,2.79E-09,?+?+++,6.92E-08,6.58E-05,1.30,1.15,,0.471
9454,HOMER3,5.942729965,2.80E-09,++++++,6.94E-08,6.60E-05,1.71,1.26,,0.47
629,CFB,5.94211018,2.81E-09,?+?+++,6.95E-08,6.62E-05,1.59,1.28,0.5904,0.4907
5191,PEX7,-5.939819248,2.85E-09,------,7.05E-08,6.71E-05,0.66,0.84,,
23220,DTX4,-5.939600142,2.86E-09,--?---,7.05E-08,6.72E-05,0.62,0.83,-0.6514,-0.5
54331,GNG2,-5.938583245,2.87E-09,--?--+,7.08E-08,6.76E-05,0.46,0.73,-0.6582,-0.5316
